:START_ID;:END_ID;:TYPE
7999139;783225;CITED_BY
7990451;1054868;CITED_BY
7997798;1054868;CITED_BY
7998276;1054868;CITED_BY
7992961;1054868;CITED_BY
7993476;1054868;CITED_BY
7999457;1054869;CITED_BY
7997100;1054869;CITED_BY
7996492;1054869;CITED_BY
7995565;1054869;CITED_BY
7990753;1054869;CITED_BY
7992773;1054870;CITED_BY
7999506;1054871;CITED_BY
7998813;1054871;CITED_BY
7996418;1054871;CITED_BY
7996223;1054872;CITED_BY
7999872;1054873;CITED_BY
7992158;1054874;CITED_BY
7996088;1054874;CITED_BY
7992485;1054874;CITED_BY
7992544;1054874;CITED_BY
7997201;1054875;CITED_BY
7996651;1054876;CITED_BY
8000240;1054876;CITED_BY
7992321;1054877;CITED_BY
7996646;1054877;CITED_BY
7997012;1054877;CITED_BY
7997761;1054878;CITED_BY
7998556;1054878;CITED_BY
7991006;1054879;CITED_BY
7992530;1054879;CITED_BY
7993584;1054879;CITED_BY
7999526;1054880;CITED_BY
7997345;1054880;CITED_BY
7999973;1054880;CITED_BY
7999865;1054880;CITED_BY
7993745;1054881;CITED_BY
8000298;1054882;CITED_BY
7997115;1054883;CITED_BY
8000029;1054883;CITED_BY
7998932;1054883;CITED_BY
7996396;1054883;CITED_BY
7990496;1054883;CITED_BY
7998326;1054884;CITED_BY
7998987;1054884;CITED_BY
7993158;1054884;CITED_BY
7996015;1054884;CITED_BY
7998703;1054884;CITED_BY
7998743;1054885;CITED_BY
7991998;1054886;CITED_BY
7992386;1054886;CITED_BY
7993585;1054887;CITED_BY
7994301;1054887;CITED_BY
7994104;1054887;CITED_BY
7996038;1054887;CITED_BY
7990507;1054888;CITED_BY
7995272;1054888;CITED_BY
7990740;1054888;CITED_BY
7993422;1054888;CITED_BY
7996336;1054888;CITED_BY
7999470;1054889;CITED_BY
7997456;1054890;CITED_BY
7993191;1054890;CITED_BY
7994439;1054890;CITED_BY
7994851;1054890;CITED_BY
7994151;1054890;CITED_BY
7997285;1054891;CITED_BY
7991253;1054891;CITED_BY
7996274;1054891;CITED_BY
7990754;1054892;CITED_BY
7990866;1054893;CITED_BY
7992204;1054893;CITED_BY
7990840;1054894;CITED_BY
7999584;1054894;CITED_BY
7994318;1054895;CITED_BY
7998472;1054895;CITED_BY
7997333;1054895;CITED_BY
7999578;1054895;CITED_BY
8000276;1054896;CITED_BY
7993943;1054896;CITED_BY
7998645;1054896;CITED_BY
7993393;1054896;CITED_BY
7993889;1054897;CITED_BY
7997331;1054898;CITED_BY
7994081;1054898;CITED_BY
7999159;1054898;CITED_BY
7998115;1054898;CITED_BY
7993698;1054899;CITED_BY
7995995;1054899;CITED_BY
7996605;1054899;CITED_BY
7991657;1054899;CITED_BY
7991588;1054900;CITED_BY
7995308;1054900;CITED_BY
7998595;1054900;CITED_BY
7990693;1054900;CITED_BY
7992894;1054901;CITED_BY
7998341;1054901;CITED_BY
7998411;1054902;CITED_BY
7995140;1054902;CITED_BY
8000165;1054902;CITED_BY
7991778;1054902;CITED_BY
7992765;1054902;CITED_BY
